autohomeid,min_reg_year,max_reg_year
6763,2006,2010
6764,2004,2008
6765,2006,2010
6766,2004,2008
6767,2006,2010
6768,2006,2010
6769,2006,2010
6770,2006,2010
6771,2006,2010
6772,2004,2008
6773,2006,2010
6774,2002,2006
6775,2007,2011
6776,2009,2013
6777,2008,2012
6778,2005,2009
6779,2005,2009
6780,2005,2009
6781,2005,2009
6782,2005,2009
6783,2004,2008
6784,2006,2010
6785,2006,2010
6786,2006,2010
6787,2000,2004
6788,2005,2009
6789,2001,2005
6790,2002,2006
6791,2002,2006
6792,2004,2008
6793,2002,2006
6794,2003,2007
6795,2006,2010
6796,2006,2010
6797,2005,2009
6798,2005,2009
6799,2005,2009
6800,2001,2005
6801,2001,2005
6802,2001,2005
6803,2001,2005
6804,2001,2005
6805,2001,2005
6806,2002,2006
6807,2003,2007
6808,2003,2007
6809,2003,2007
6810,2006,2010
6811,2003,2007
6812,2003,2007
6813,2003,2007
6814,2004,2008
6816,2005,2009
6817,2010,2014
6818,2004,2008
6819,2008,2012
6820,2004,2008
6821,2003,2007
6822,2004,2008
6824,2005,2009
6825,2003,2007
6826,2001,2005
6827,2003,2007
6828,2005,2009
6829,2005,2009
6830,2005,2009
6831,2003,2007
6832,2003,2007
6833,2006,2010
6834,2004,2008
6835,2004,2008
6836,2002,2006
6837,2001,2005
6840,2001,2005
6841,2002,2006
6842,2005,2009
6843,2002,2006
6844,2001,2005
6845,2006,2010
6847,2002,2006
6848,2001,2005
6849,2003,2007
6850,2003,2007
6852,2008,2012
6853,2008,2012
6854,2008,2012
6855,2007,2011
6856,2008,2012
6857,2008,2012
6858,2007,2011
6859,2007,2011
6860,2009,2013
6861,2008,2012
6862,2008,2012
6863,2007,2011
6864,2007,2011
6865,2007,2011
6866,2006,2010
6867,2006,2010
6868,2007,2011
6869,2007,2011
6870,2007,2011
6871,2007,2011
6872,2008,2012
6873,2008,2012
6874,2008,2012
6875,2008,2012
6876,2006,2010
6877,2008,2012
6878,2004,2008
6879,2004,2008
6880,2005,2009
6881,2007,2011
6882,2007,2011
6883,2007,2011
6884,2007,2011
6885,2006,2010
6888,2006,2010
6889,2003,2007
6892,2007,2011
6893,1999,2003
6894,2004,2008
6897,2006,2010
6898,2004,2008
6899,2008,2012
6900,1,5
6901,3,7
6904,2006,2010
6905,2002,2006
6906,2002,2006
6907,2006,2010
6909,2004,2008
6910,2010,2014
6911,2005,2009
6912,2006,2010
6913,2006,2010
6914,2006,2010
6915,2006,2010
6916,2006,2010
6918,2007,2011
6920,2010,2014
6921,1995,1999
6922,2008,2012
6923,2008,2012
6924,2008,2012
6925,2008,2012
6926,2008,2012
6927,2008,2012
6928,2005,2009
6931,2008,2012
6933,2007,2011
6934,2004,2008
6936,2006,2010
6937,2003,2007
6939,2006,2010
6940,2004,2008
6941,2008,2012
6942,2008,2012
6947,2008,2012
6948,2011,2015
6949,2008,2012
6950,2008,2012
6951,2008,2012
6952,2008,2012
6953,2008,2012
6955,2008,2012
6956,2008,2012
6957,2008,2012
6958,2008,2012
6959,2008,2012
6960,2008,2012
6961,2008,2012
6962,2008,2012
6963,2007,2011
6964,2008,2012
6965,2008,2012
6966,2008,2012
6967,2008,2012
6968,2008,2012
6969,2008,2012
6971,2008,2012
6972,2008,2012
6974,2008,2012
6975,2008,2012
6976,2008,2012
6977,2009,2013
6978,2009,2013
6979,2008,2012
6980,2008,2012
6981,2008,2012
6982,2008,2012
6983,2008,2012
6984,2008,2012
6985,2008,2012
6986,2008,2012
6987,2008,2012
6988,2008,2012
6989,2008,2012
6990,2008,2012
6991,2008,2012
6992,2008,2012
6993,2008,2012
6994,2008,2012
6995,2008,2012
6996,2008,2012
6997,2008,2012
6998,2008,2012
6999,2008,2012
7000,2008,2012
7001,2008,2012
7002,2008,2012
7003,2008,2012
7004,2008,2012
7005,2008,2012
7007,2008,2012
7008,2009,2013
7010,2008,2012
7011,2008,2012
7012,2008,2012
7013,2008,2012
7014,2008,2012
7015,2008,2012
7017,2009,2013
7018,2009,2013
7025,2008,2012
7027,2008,2012
7029,2008,2012
7030,2008,2012
7031,2008,2012
7032,2008,2012
7033,2008,2012
7034,2008,2012
7035,2008,2012
7036,2008,2012
7037,2006,2010
7039,2009,2013
7040,2008,2012
7041,2008,2012
7042,2008,2012
7043,2008,2012
7044,2008,2012
7045,2008,2012
7046,2008,2012
7047,2008,2012
7048,2008,2012
7049,2008,2012
7050,2008,2012
7051,2008,2012
7059,2008,2012
7060,2008,2012
7061,2008,2012
7063,2009,2013
7065,2008,2012
7066,2008,2012
7067,2008,2012
7068,2008,2012
7069,2008,2012
7071,2008,2012
7075,2008,2012
7077,2008,2012
7078,2008,2012
7079,2008,2012
7080,2008,2012
7082,2009,2013
7083,2007,2011
7084,2009,2013
7087,2008,2012
7089,2008,2012
7091,2008,2012
7092,2008,2012
7093,2008,2012
7094,2008,2012
7095,2008,2012
7096,2008,2012
7097,2008,2012
7098,2008,2012
7099,2008,2012
7100,2008,2012
7101,2008,2012
7102,2008,2012
7103,2008,2012
7104,2009,2013
7105,2008,2012
7106,2008,2012
7107,2008,2012
7108,2007,2011
7109,2007,2011
7110,2009,2013
7111,2009,2013
7112,2009,2013
7113,2008,2012
7114,2007,2011
7116,2009,2013
7117,2010,2014
7118,2009,2013
7119,2004,2008
7120,2004,2008
7121,2009,2013
7123,2009,2013
7124,2009,2013
7125,2000,2004
7126,2000,2004
7127,2008,2012
7128,2009,2013
7129,2010,2014
7130,2003,2007
7131,2004,2008
7132,2003,2007
7133,2009,2013
7134,2010,2014
7135,2009,2013
7136,2009,2013
7137,2009,2013
7138,2007,2011
7139,2009,2013
7140,2008,2012
7141,2008,2012
7142,2008,2012
7144,2007,2011
7145,2009,2013
7149,2009,2013
7150,2009,2013
7152,2008,2012
7153,2008,2012
7154,2008,2012
7155,2008,2012
7156,2008,2012
7157,2008,2012
7158,2006,2010
7160,2008,2012
7161,2009,2013
7162,2009,2013
7163,2006,2010
7165,2009,2013
7166,2008,2012
7167,2009,2013
7168,2009,2013
7169,2008,2012
7170,2009,2013
7172,2009,2013
7173,2009,2013
7174,2008,2012
7177,2009,2013
7178,2009,2013
7179,2010,2014
7180,2010,2014
7181,2008,2012
7182,2008,2012
7183,2008,2012
7184,2008,2012
7185,2008,2012
7186,2008,2012
7187,2008,2012
7188,2008,2012
7189,2008,2012
7190,2008,2012
7191,2008,2012
7192,2008,2012
7193,2008,2012
7194,2008,2012
7195,2008,2012
7196,2010,2014
7199,2008,2012
7201,2008,2012
7203,2009,2013
7204,2008,2012
7205,2008,2012
7206,2008,2012
7207,2008,2012
7208,2008,2012
7209,2007,2011
7210,2007,2011
7211,2008,2012
7212,2008,2012
7213,2008,2012
7214,2009,2013
7215,2009,2013
7216,2008,2012
7217,2009,2013
7218,2009,2013
7219,2008,2012
7220,2008,2012
7221,2008,2012
7222,2008,2012
7223,2009,2013
7224,2009,2013
7225,2009,2013
7226,2008,2012
7227,2009,2013
7228,2008,2012
7229,2008,2012
7230,2008,2012
7231,2009,2013
7232,2008,2012
7233,2008,2012
7234,2007,2011
7235,2008,2012
7236,2008,2012
7237,2008,2012
7238,2009,2013
7239,2008,2012
7242,2008,2012
7243,2008,2012
7244,2010,2014
7245,2008,2012
7246,2008,2012
7247,2008,2012
7248,2008,2012
7249,2008,2012
7250,2008,2012
7251,2008,2012
7252,2008,2012
7253,2008,2012
7254,2008,2012
7255,2008,2012
7256,2010,2014
7257,2008,2012
7258,2008,2012
7259,2008,2012
7260,2008,2012
7261,2008,2012
7262,2008,2012
7263,2008,2012
7264,2007,2011
7265,2007,2011
7266,2007,2011
7267,2007,2011
7268,2008,2012
7269,2008,2012
7272,2009,2013
7273,2008,2012
7274,2009,2013
7275,2008,2012
7276,2008,2012
7278,2009,2013
7281,2008,2012
7282,2008,2012
7283,2008,2012
7284,2008,2012
7285,2008,2012
7286,2008,2012
7287,2008,2012
7288,2008,2012
7290,2009,2013
7291,2008,2012
7316,2008,2012
7318,2009,2013
7319,2007,2011
7320,2007,2011
7321,2007,2011
7322,2007,2011
7323,2007,2011
7324,2007,2011
7325,2007,2011
7326,2007,2011
7327,2008,2012
7328,2008,2012
7329,2006,2010
7330,2008,2012
7331,2008,2012
7332,2008,2012
7341,2008,2012
7342,2008,2012
7343,2008,2012
7344,2008,2012
7345,2008,2012
7346,2008,2012
7347,2008,2012
7348,2008,2012
7349,2008,2012
7350,2008,2012
7351,2008,2012
7352,2008,2012
7353,2007,2011
7354,2007,2011
7355,2008,2012
7356,2008,2012
7357,2008,2012
7358,2008,2012
7359,2008,2012
7360,2008,2012
7361,2008,2012
7362,2008,2012
7363,2008,2012
7364,2008,2012
7365,2008,2012
7366,2008,2012
7367,2008,2012
7368,2008,2012
7369,2008,2012
7370,2008,2012
7371,2008,2012
7372,2008,2012
7373,2008,2012
7374,2008,2012
7375,2008,2012
7376,2008,2012
7377,2008,2012
7378,2008,2012
7379,2008,2012
7380,2008,2012
7381,2007,2011
7382,2007,2011
7383,2008,2012
7384,2008,2012
7385,2008,2012
7387,2008,2012
7388,2008,2012
7389,2008,2012
7390,2008,2012
7391,2008,2012
7392,2008,2012
7393,2008,2012
7394,2008,2012
7395,2008,2012
7396,2008,2012
7397,2008,2012
7398,2008,2012
7399,2008,2012
7400,2008,2012
7401,2008,2012
7402,2008,2012
7403,2008,2012
7404,2008,2012
7405,2008,2012
7407,2009,2013
7410,2008,2012
7411,2008,2012
7412,2008,2012
7413,2008,2012
7414,2003,2007
7415,2008,2012
7416,2008,2012
7417,2008,2012
7418,2007,2011
7419,2009,2013
7420,2008,2012
7423,2007,2011
7424,2009,2013
7425,2008,2012
7426,2008,2012
7427,2008,2012
7428,2008,2012
7429,2009,2013
7430,2008,2012
7432,2008,2012
7433,2008,2012
7434,2008,2012
7435,2008,2012
7436,2009,2013
7437,2008,2012
7438,2008,2012
7439,2009,2013
7441,2009,2013
7442,2009,2013
7443,2009,2013
7444,2008,2012
7445,2008,2012
7446,2008,2012
7447,2008,2012
7449,2009,2013
7450,2009,2013
7451,2009,2013
7452,2009,2013
7453,2009,2013
7454,2009,2013
7457,2009,2013
7458,2010,2014
7459,2008,2012
7460,2008,2012
7461,2008,2012
7462,2009,2013
7463,2008,2012
7464,2008,2012
7465,2008,2012
7466,2008,2012
7467,2008,2012
7468,2008,2012
7469,2007,2011
7470,2008,2012
7471,2008,2012
7472,2008,2012
7473,2008,2012
7474,2008,2012
7475,2008,2012
7476,2008,2012
7477,2008,2012
7478,2008,2012
7480,2009,2013
7481,2008,2012
7482,2008,2012
7484,2008,2012
7486,2008,2012
7488,2008,2012
7489,2010,2014
7490,2008,2012
7491,2008,2012
7492,2009,2013
7493,2009,2013
7494,2003,2007
7495,2003,2007
7496,2009,2013
7497,2008,2012
7498,2008,2012
7499,2008,2012
7500,2008,2012
7501,2008,2012
7502,2008,2012
7503,2008,2012
7504,2008,2012
7505,2008,2012
7506,2004,2008
7507,2004,2008
7508,2004,2008
7510,2008,2012
7511,2008,2012
7512,2008,2012
7513,2010,2014
7514,2008,2012
7515,2008,2012
7516,2005,2009
7517,2008,2012
7518,2008,2012
7519,2008,2012
7520,2008,2012
7521,2008,2012
7522,2008,2012
7523,2008,2012
7524,2008,2012
7525,2008,2012
7526,2008,2012
7527,2008,2012
7528,2008,2012
7529,2008,2012
7530,2008,2012
7533,2009,2013
7534,2009,2013
7537,2008,2012
7538,2008,2012
7539,2008,2012
7540,2008,2012
7541,2008,2012
7543,2008,2012
7544,2008,2012
7545,2008,2012
7546,2006,2010
7547,2006,2010
7548,2008,2012
7549,2006,2010
7550,2006,2010
7551,2007,2011
7552,2007,2011
7553,2008,2012
7554,2008,2012
7555,2008,2012
7556,2008,2012
7557,2009,2013
7558,2008,2012
7559,2009,2013
7560,2008,2012
7561,2009,2013
7562,2008,2012
7565,2008,2012
7567,2009,2013
7568,2008,2012
7569,2012,2016
7570,2008,2012
7571,2008,2012
7572,2008,2012
7573,2008,2012
7575,2009,2013
7576,2008,2012
7577,2008,2012
7578,2008,2012
7579,2008,2012
7580,2008,2012
7581,2008,2012
7582,2008,2012
7583,2008,2012
7585,2008,2012
7586,2008,2012
7588,2008,2012
7589,2008,2012
7590,2008,2012
7591,2009,2013
7592,2008,2012
7593,2008,2012
7594,2008,2012
7596,2010,2014
7597,2008,2012
7601,2009,2013
7602,2009,2013
7603,2010,2014
7604,2009,2013
7605,2008,2012
7606,2009,2013
7608,2008,2012
7609,2008,2012
7610,2009,2013
7611,2009,2013
7612,2008,2012
7613,2009,2013
7614,2008,2012
7615,2008,2012
7616,2008,2012
7617,2008,2012
7618,2008,2012
7619,2008,2012
7620,2008,2012
7621,2009,2013
7622,2009,2013
7623,2008,2012
7624,2008,2012
7625,2008,2012
7626,2009,2013
7627,2009,2013
7628,2009,2013
7629,2008,2012
7630,2009,2013
7631,2008,2012
7632,2009,2013
7633,2008,2012
7634,2009,2013
7635,2008,2012
7636,2008,2012
7637,2009,2013
7638,2009,2013
7639,2008,2012
7641,2009,2013
7642,2009,2013
7643,2008,2012
7644,2008,2012
7646,2009,2013
7647,2009,2013
7648,2009,2013
7649,2009,2013
7650,2009,2013
7652,2009,2013
7653,2008,2012
7654,2008,2012
7655,2008,2012
7656,2008,2012
7657,2008,2012
7658,2008,2012
7659,2008,2012
7660,2008,2012
7661,2008,2012
7662,2008,2012
7663,2008,2012
7664,2008,2012
7665,2008,2012
7666,2009,2013
7667,2008,2012
7668,2008,2012
7669,1933,1937
7671,2010,2014
7672,2008,2012
7673,2008,2012
7674,2008,2012
7675,2008,2012
7676,2008,2012
7677,2010,2014
7678,2008,2012
7679,2008,2012
7680,2009,2013
7681,2008,2012
7682,2008,2012
7683,2008,2012
7685,2009,2013
7686,2008,2012
7687,2008,2012
7689,2008,2012
7692,2008,2012
7693,2010,2014
7694,2009,2013
7696,2008,2012
7697,2009,2013
7698,2009,2013
7699,2008,2012
7700,2008,2012
7701,2009,2013
7702,2010,2014
7703,2009,2013
7706,2008,2012
7707,2009,2013
7709,2008,2012
7710,2009,2013
7711,2008,2012
7712,2009,2013
7713,2009,2013
7715,2008,2012
7716,2008,2012
7717,2008,2012
7718,2008,2012
7719,2008,2012
7721,2008,2012
7723,2009,2013
7725,2009,2013
7726,2009,2013
7727,2008,2012
7728,2009,2013
7729,2009,2013
7730,2009,2013
7731,2008,2012
7732,2008,2012
7733,2008,2012
7734,2008,2012
7735,2008,2012
7736,2008,2012
7737,2008,2012
7740,2009,2013
7741,2008,2012
7742,2009,2013
7743,2009,2013
7744,2008,2012
7745,2008,2012
7750,2009,2013
7751,2008,2012
7752,2008,2012
7753,2008,2012
7754,2008,2012
7755,2008,2012
7756,2008,2012
7757,2008,2012
7758,2008,2012
7759,2008,2012
7760,2003,2007
7761,2008,2012
7762,2008,2012
7764,2009,2013
7765,2009,2013
7766,2009,2013
7767,2009,2013
7768,2009,2013
7769,2008,2012
7770,2008,2012
7771,2008,2012
7772,2008,2012
7773,2008,2012
7774,2008,2012
7775,2008,2012
7776,2007,2011
7777,2008,2012
7781,2008,2012
7782,2008,2012
7783,2008,2012
7784,2008,2012
7787,2008,2012
7788,2010,2014
7789,2008,2012
7790,2008,2012
7791,2008,2012
7792,2008,2012
7793,2008,2012
7794,2008,2012
7795,2008,2012
7796,2008,2012
7797,2008,2012
7798,2008,2012
7799,2008,2012
7800,2008,2012
7801,2008,2012
7802,2008,2012
7804,2008,2012
7805,2008,2012
7806,2008,2012
7807,2008,2012
7808,2008,2012
7809,2008,2012
7810,2008,2012
7811,2008,2012
7812,2008,2012
7815,2009,2013
7816,2008,2012
7817,2008,2012
7819,2008,2012
7820,2008,2012
7821,2008,2012
7822,2008,2012
7823,2008,2012
7824,2008,2012
7825,2008,2012
7826,2008,2012
7827,2008,2012
7828,2008,2012
7829,2008,2012
7830,2008,2012
7831,2008,2012
7832,2008,2012
7833,2008,2012
7834,2009,2013
7835,2008,2012
7836,2008,2012
7837,2008,2012
7838,2008,2012
7839,2008,2012
7840,2008,2012
7841,2008,2012
7842,2008,2012
7843,2008,2012
7844,2008,2012
7845,2008,2012
7846,2008,2012
7847,2008,2012
7848,2008,2012
7849,2008,2012
7850,2008,2012
7851,2008,2012
7852,2008,2012
7853,2008,2012
7854,2008,2012
7855,2008,2012
7856,2008,2012
7857,2008,2012
7859,2008,2012
7860,2008,2012
7862,2008,2012
7863,2008,2012
7864,2008,2012
7866,2008,2012
7867,2008,2012
7868,2008,2012
7869,2008,2012
7870,2008,2012
7871,2008,2012
7872,2008,2012
7873,2008,2012
7874,2008,2012
7875,2008,2012
7878,2008,2012
7879,2008,2012
7880,2008,2012
7881,2008,2012
7883,2008,2012
7888,2008,2012
7889,2004,2008
7890,2008,2012
7891,2009,2013
7892,2009,2013
7893,2009,2013
7894,2009,2013
7895,2009,2013
7896,2009,2013
7897,2009,2013
7898,2009,2013
7899,2008,2012
7900,2008,2012
7901,2008,2012
7902,2008,2012
7903,2009,2013
7904,2008,2012
7905,2008,2012
7906,2009,2013
7907,2008,2012
7908,2008,2012
7909,2008,2012
7910,2008,2012
7911,2008,2012
7912,2008,2012
7913,2008,2012
7914,2008,2012
7915,2008,2012
7916,2008,2012
7917,2008,2012
7918,2008,2012
7919,2008,2012
7920,2008,2012
7921,2009,2013
7922,2009,2013
7923,2008,2012
7924,2009,2013
7925,2008,2012
7926,2008,2012
7927,2009,2013
7928,2008,2012
7929,2008,2012
7930,2008,2012
7931,2008,2012
7932,2010,2014
7933,2008,2012
7934,2008,2012
7935,2008,2012
7936,2008,2012
7937,2009,2013
7938,2009,2013
7939,2009,2013
7940,2008,2012
7941,2008,2012
7946,2009,2013
7948,2007,2011
7949,2009,2013
7950,2007,2011
7951,2007,2011
7952,2008,2012
7953,2008,2012
7954,2008,2012
7955,2005,2009
7956,2008,2012
7957,2008,2012
7960,2008,2012
7961,2009,2013
7962,2008,2012
7963,2009,2013
7965,2009,2013
7966,2008,2012
7967,2008,2012
7968,2008,2012
7969,2008,2012
7971,2009,2013
7972,2008,2012
7973,2008,2012
7975,2010,2014
7977,2008,2012
7978,2008,2012
7979,2008,2012
7980,2008,2012
7981,2008,2012
7982,2008,2012
7983,2008,2012
7984,2008,2012
7985,2008,2012
7986,2008,2012
7987,2008,2012
7988,2008,2012
7989,2008,2012
7990,2008,2012
7991,2008,2012
7992,2008,2012
7993,2008,2012
7994,2008,2012
7995,2008,2012
7996,2008,2012
7997,2008,2012
7998,2008,2012
7999,2008,2012
8000,2008,2012
8001,2008,2012
8002,2008,2012
8003,2008,2012
8004,2008,2012
8006,2009,2013
8007,2009,2013
8008,2009,2013
8009,2009,2013
8010,2009,2013
8011,2009,2013
8012,2009,2013
8013,2009,2013
8014,2009,2013
8015,2009,2013
8016,2009,2013
8017,2009,2013
8018,2009,2013
8019,2008,2012
8020,2008,2012
8021,2009,2013
8022,2007,2011
8023,2008,2012
8024,2008,2012
8025,2008,2012
8026,2008,2012
8027,2008,2012
8028,2009,2013
8029,2009,2013
8030,2009,2013
8031,2009,2013
8032,2009,2013
8033,2009,2013
8034,2009,2013
8035,2009,2013
8036,2009,2013
8037,2009,2013
8038,2009,2013
8039,2009,2013
8040,2009,2013
8041,2008,2012
8042,2008,2012
8043,2008,2012
8044,2008,2012
8045,2008,2012
8046,2008,2012
8047,2009,2013
8048,2009,2013
8049,2009,2013
8052,2009,2013
8053,2009,2013
8054,2009,2013
8055,2009,2013
8056,2008,2012
8057,2008,2012
8058,2008,2012
8059,2008,2012
8060,2008,2012
8061,2008,2012
8062,2008,2012
8073,2008,2012
8074,2008,2012
8075,2008,2012
8076,2008,2012
8077,2008,2012
8078,2008,2012
8079,2008,2012
8080,2008,2012
8081,2008,2012
8082,2008,2012
8083,2008,2012
8085,2009,2013
8086,2010,2014
8087,2008,2012
8088,2008,2012
8089,2009,2013
8090,2009,2013
8091,2004,2008
8092,2008,2012
8093,2008,2012
8094,2009,2013
8097,2009,2013
8103,2009,2013
8104,2009,2013
8105,2008,2012
8106,2008,2012
8107,2008,2012
8108,2008,2012
8109,2008,2012
8110,2008,2012
8111,2008,2012
8113,2008,2012
8114,2009,2013
8117,2008,2012
8118,2009,2013
8119,2009,2013
8120,2009,2013
8121,2009,2013
8123,2009,2013
8124,2009,2013
8125,2009,2013
8126,2008,2012
8127,2008,2012
8128,2008,2012
8129,2008,2012
8130,2008,2012
8131,2008,2012
8132,2008,2012
8133,2008,2012
8134,2008,2012
8135,2008,2012
8136,2008,2012
8137,2008,2012
8138,2009,2013
8140,2008,2012
8142,2009,2013
8143,2009,2013
8144,2010,2014
8145,2008,2012
8146,2008,2012
8147,2008,2012
8148,2008,2012
8149,2009,2013
8151,2009,2013
8152,2009,2013
8153,2009,2013
8154,2009,2013
8155,2009,2013
8157,2008,2012
8158,2008,2012
8159,2008,2012
8160,2008,2012
8161,2008,2012
8162,2008,2012
8163,2008,2012
8164,2008,2012
8165,2008,2012
8166,2002,2006
8167,2008,2012
8168,2008,2012
8169,2008,2012
8170,2008,2012
8171,2008,2012
8172,2008,2012
8173,2009,2013
8174,2008,2012
8175,2008,2012
8176,2008,2012
8177,2007,2011
8178,2008,2012
8179,2008,2012
8180,2009,2013
8182,2008,2012
8183,2008,2012
8184,2008,2012
8185,2008,2012
8186,2008,2012
8187,2008,2012
8188,2008,2012
8189,2008,2012
8190,2008,2012
8191,2008,2012
8192,2008,2012
8193,2008,2012
8194,2008,2012
8195,2008,2012
8196,2008,2012
8197,2009,2013
8198,2009,2013
8199,2009,2013
8200,2009,2013
8201,2009,2013
8202,2008,2012
8203,2008,2012
8204,2008,2012
8205,2009,2013
8206,2008,2012
8207,2008,2012
8208,2009,2013
8209,2008,2012
8211,2009,2013
8212,2009,2013
8214,2008,2012
8215,2008,2012
8216,2008,2012
8217,2008,2012
8218,2009,2013
8219,2008,2012
8220,2008,2012
8221,2008,2012
8222,2008,2012
8223,2008,2012
8224,2008,2012
8225,2008,2012
8226,2009,2013
8227,2008,2012
8228,1979,1983
8229,2009,2013
8230,2008,2012
8231,2008,2012
8232,2008,2012
8234,2002,2006
8235,2009,2013
8236,2009,2013
8239,2009,2013
8240,2009,2013
8241,2009,2013
8242,2008,2012
8243,2006,2010
8246,2009,2013
8247,2009,2013
8248,2009,2013
8249,2008,2012
8250,2008,2012
8251,2007,2011
8252,2007,2011
8256,2008,2012
8257,2008,2012
8258,2008,2012
8259,2009,2013
8260,2009,2013
8269,2009,2013
8270,2009,2013
8271,2009,2013
8272,2009,2013
8273,2009,2013
8274,2008,2012
8275,2008,2012
8276,2008,2012
8277,2008,2012
8278,2008,2012
8279,2008,2012
8280,2008,2012
8281,2008,2012
8283,2009,2013
8284,2009,2013
8285,2009,2013
8286,2009,2013
8287,2009,2013
8288,2009,2013
8289,2009,2013
8290,2009,2013
8291,2009,2013
8292,2009,2013
8293,2008,2012
8295,2010,2014
8296,2010,2014
8299,2008,2012
8300,2009,2013
8302,2009,2013
8303,2009,2013
8304,2009,2013
8305,2009,2013
8306,2009,2013
8307,2009,2013
8308,2008,2012
8309,2008,2012
8310,2008,2012
8311,2008,2012
8317,2008,2012
8318,2009,2013
8319,2008,2012
8320,2008,2012
8321,2008,2012
8322,2005,2009
8323,2009,2013
8324,2007,2011
8325,2008,2012
8326,2005,2009
8327,2009,2013
8328,2009,2013
8329,2009,2013
8331,2008,2012
8332,2008,2012
8333,2008,2012
8334,2008,2012
8335,2008,2012
8336,2008,2012
8337,2008,2012
8338,2008,2012
8339,2008,2012
8340,2008,2012
8341,2008,2012
8342,2008,2012
8343,2008,2012
8351,2008,2012
8352,2008,2012
8353,2008,2012
8356,2008,2012
8358,2008,2012
8359,2008,2012
8361,2009,2013
8377,2010,2014
8379,2009,2013
8380,2007,2011
8381,2006,2010
8382,2009,2013
8383,2010,2014
8384,2008,2012
8385,2009,2013
8386,2009,2013
8387,2008,2012
8388,2008,2012
8389,2009,2013
8390,2009,2013
8391,2009,2013
8392,2008,2012
8393,2008,2012
8394,2008,2012
8395,2008,2012
8396,2008,2012
8397,2008,2012
8398,2008,2012
8399,2004,2008
8400,2008,2012
8401,2009,2013
8402,2009,2013
8403,2009,2013
8404,2009,2013
8405,2009,2013
8406,2009,2013
8407,2009,2013
8408,2009,2013
8409,2009,2013
8410,2009,2013
8411,2009,2013
8412,2009,2013
8413,2009,2013
8414,2009,2013
8415,2009,2013
8416,2009,2013
8417,2009,2013
8418,2011,2015
8419,2009,2013
8420,2010,2014
8421,2008,2012
8422,2008,2012
8423,2008,2012
8424,2008,2012
8425,2008,2012
8426,2008,2012
8427,2008,2012
8428,2008,2012
8429,2008,2012
8430,2008,2012
8431,2008,2012
8432,2008,2012
8433,2008,2012
8434,2008,2012
8435,2008,2012
8436,2008,2012
8437,2009,2013
8438,2009,2013
8439,2009,2013
8440,2009,2013
8441,2009,2013
8442,2009,2013
8443,2009,2013
8444,2009,2013
8445,2009,2013
8446,2009,2013
8447,2009,2013
8448,2009,2013
8450,2008,2012
8451,2008,2012
8453,2009,2013
8454,2009,2013
8456,2008,2012
8457,2008,2012
8458,2008,2012
8459,2008,2012
8460,2009,2013
8465,2008,2012
8466,2008,2012
8467,2008,2012
8469,2009,2013
8472,2009,2013
8473,2008,2012
8474,2008,2012
8475,2010,2014
8476,2008,2012
8477,2009,2013
8478,2009,2013
8479,2009,2013
8480,2009,2013
8481,2009,2013
8482,2009,2013
8484,2009,2013
8485,2008,2012
8486,2008,2012
8487,2008,2012
8488,2008,2012
8489,2008,2012
8490,2010,2014
8492,2008,2012
8493,2008,2012
8494,2008,2012
8495,2008,2012
8496,2008,2012
8497,2008,2012
8498,2008,2012
8499,2008,2012
8500,2008,2012
8501,2008,2012
8503,2009,2013
8505,2008,2012
8506,2008,2012
8507,2008,2012
8509,2009,2013
8510,2009,2013
8511,2008,2012
8512,2009,2013
8513,2009,2013
8514,2009,2013
8515,2008,2012
8516,2011,2015
8517,2009,2013
8518,2008,2012
8519,2008,2012
8520,2008,2012
8521,2009,2013
8523,2008,2012
8528,2007,2011
8529,2008,2012
8530,2009,2013
8531,2008,2012
8532,2009,2013
8533,2009,2013
8534,2009,2013
8535,2009,2013
8536,2009,2013
8537,2009,2013
8538,2009,2013
8539,2008,2012
8540,2008,2012
8541,2008,2012
8542,2008,2012
8543,2008,2012
8544,2008,2012
8545,2008,2012
8546,2008,2012
8547,2008,2012
8548,2009,2013
8550,2009,2013
8551,2008,2012
8552,2008,2012
8553,2008,2012
8554,2008,2012
8555,2008,2012
8556,2008,2012
8557,2009,2013
8558,2009,2013
8559,2009,2013
8560,2009,2013
8561,2009,2013
8562,2009,2013
8563,2008,2012
8564,2008,2012
8565,2008,2012
8566,2008,2012
8567,2008,2012
8568,2008,2012
8569,2009,2013
8570,2008,2012
8571,2008,2012
8572,2008,2012
8573,2008,2012
8575,2009,2013
8576,2009,2013
8577,2009,2013
8578,2009,2013
8579,2009,2013
8580,2009,2013
8581,2009,2013
8583,2009,2013
8584,2009,2013
8585,2009,2013
8586,2009,2013
8588,2009,2013
8589,2009,2013
8591,2010,2014
8592,2008,2012
8593,2009,2013
8594,2009,2013
8595,2009,2013
8596,2008,2012
8597,2008,2012
8598,2008,2012
8599,2009,2013
8600,2009,2013
8601,2009,2013
8602,2009,2013
8603,2009,2013
8604,2009,2013
8605,2009,2013
8607,2009,2013
8608,2008,2012
8610,2010,2014
8611,2008,2012
8612,2009,2013
8613,2009,2013
8614,2008,2012
8615,2009,2013
8616,2009,2013
8617,2009,2013
8619,2009,2013
8622,2009,2013
8623,2008,2012
8624,2008,2012
8625,2008,2012
8626,2008,2012
8627,2009,2013
8628,2009,2013
8629,2009,2013
8630,2009,2013
8631,2009,2013
8632,2009,2013
8633,2008,2012
